family,seed,demand_mode,mechanism,revenue_train_norm,revenue_naive_norm,revenue_strategic_norm,surplus_naive_norm,welfare_naive_norm,surplus_strategic_norm,welfare_strategic_norm,generalization_gap,mono_violation_rate,comb_violation_rate,comb_mean_gain,comb_max_gain,served_naive,served_strategic,plans_verified,plans_failed
answer_cells,4,stationary,chawla_cip,0.5333238335630425,0.5248353439364506,0.5248353439364506,0.690426092901676,1.2152614368381267,0.690426092901676,1.2152614368381267,0.0159162015503447,0.0124333925399644,0.0315315315315315,0.0098032424674737,0.4213137829414362,0.36875,0.36875,7,0
answer_cells,4,stationary,chawla_layering,0.0582908794435054,0.0,0.0,0.0345774928301843,0.0345774928301843,0.0404643182340719,0.0404643182340719,1.0,0.0053285968028419,0.018018018018018,0.018018018018018,1.0,0.045,0.06375,4,0
answer_cells,4,stationary,chawla_xos,0.5308371335955661,0.5244761173391269,0.5244761173391269,0.68837799773649,1.212854115075617,0.68837799773649,1.212854115075617,0.0119829903634538,0.0088809946714031,0.0225225225225225,0.0032559297857154,0.2426352998928474,0.36625,0.36625,5,0
answer_cells,4,shift,uniform,0.5361167344108878,0.4248472234954205,0.4248472234954205,0.7156513986234302,1.140498622118851,0.7156513986234302,1.140498622118851,0.2075471698113208,0.0,0.0,0.0,0.0,0.3675,0.3675,0,0
answer_cells,4,shift,size_proportional,0.685721054240922,0.5755650615917779,0.5755650615917779,0.5944980889199986,1.1700631505117765,0.5944980889199986,1.1700631505117765,0.1606425702811246,0.0,0.0,0.0,0.0,0.69125,0.69125,0,0
answer_cells,4,shift,compute_metered,0.5361167344108878,0.4248472234954205,0.4248472234954205,0.7156513986234302,1.140498622118851,0.7156513986234302,1.140498622118851,0.2075471698113208,0.0,0.0,0.0,0.0,0.3675,0.3675,0,0
answer_cells,4,shift,qirana_weighted_coverage,0.5466333621066535,0.4333960662129876,0.4333960662129876,0.7391406036367456,1.1725366698497333,0.7391406036367456,1.1725366698497333,0.2071540153664681,0.0,0.0,0.0,0.0,0.40125,0.40125,0,0
answer_cells,4,shift,qirana_shannon,0.4461211053146869,0.330114422356305,0.3175309964572047,0.5884223593180895,0.9185367816743946,0.6032285757769854,0.92075957223419,0.2600340615505123,0.6305506216696269,0.036036036036036,0.0253170137785778,0.9349515051876164,0.28375,0.2875,8,0
answer_cells,4,shift,querymarket_viewcover,0.685721054240922,0.5755650615917779,0.5755650615917779,0.5944980889199986,1.1700631505117765,0.5944980889199986,1.1700631505117765,0.1606425702811246,0.0,0.0,0.0,0.0,0.69125,0.69125,0,0
answer_cells,4,shift,monopoly_per_asset,1.0,0.5824991346861474,0.5722044914275323,0.5236331384984044,1.106132273184552,0.5567044789445474,1.1289089703720796,0.4175008653138525,0.0603907637655417,0.036036036036036,0.0067877064341605,0.375551859541868,0.54125,0.56,8,0
answer_cells,4,shift,monotone_constrained,0.94402128375693,0.5830508812379541,0.5745398805110857,0.507851404678681,1.090902285916635,0.5163624054055492,1.090902285916635,0.3823752798055768,0.0,0.018018018018018,0.0029233449281776,0.3610599058665291,0.53125,0.53125,4,0
answer_cells,4,shift,chawla_ubp,0.5361167344108878,0.4248472234954205,0.4248472234954205,0.7156513986234302,1.140498622118851,0.7156513986234302,1.140498622118851,0.2075471698113208,0.0,0.0,0.0,0.0,0.3675,0.3675,0,0
answer_cells,4,shift,chawla_uip,0.5466333621066536,0.4333960662129878,0.4333960662129878,0.7391406036367456,1.1725366698497337,0.7391406036367456,1.1725366698497337,0.2071540153664679,0.0,0.0,0.0,0.0,0.40125,0.40125,0,0
answer_cells,4,shift,chawla_lpip,0.5333655521061903,0.4266924416849523,0.4266924416849523,0.7373263158187453,1.1640187575036975,0.7391306900863825,1.1658231317713348,0.1999999999999999,0.0035523978685612,0.009009009009009,0.009009009009009,1.0,0.39625,0.405,2,0
answer_cells,4,shift,chawla_cip,0.5333238335630425,0.4130363740554795,0.413704717442605,0.6288594073138749,1.0418957813693543,0.6292188746700561,1.0429235921126612,0.2255430039642961,0.0124333925399644,0.0315315315315315,0.0098032424674737,0.4213137829414362,0.295,0.29625,7,0
answer_cells,4,shift,chawla_layering,0.0582908794435054,0.0582908794435054,0.0582908794435054,0.0221999483446131,0.0804908277881185,0.0250793270339931,0.0833702064774985,0.0,0.0053285968028419,0.018018018018018,0.018018018018018,1.0,0.01625,0.02,4,0
answer_cells,4,shift,chawla_xos,0.5308371335955661,0.4121476600506289,0.4121476600506289,0.6246464599031931,1.036794119953822,0.6246464599031931,1.036794119953822,0.2235892442960936,0.0088809946714031,0.0225225225225225,0.0032559297857154,0.2426352998928474,0.28875,0.28875,5,0
answer_cells,5,stationary,uniform,0.5111334073554029,0.5025532302535137,0.5025532302535137,0.9827159287975602,1.485269159051074,0.9827159287975602,1.485269159051074,0.0167865707434051,0.0,0.0,0.0,0.0,0.5125,0.5125,0,0
answer_cells,5,stationary,size_proportional,0.5861456341087528,0.6371337673360568,0.6371337673360568,0.8375181143755742,1.474651881711631,0.8375181143755742,1.474651881711631,-0.0869888475836431,0.0,0.0,0.0,0.0,0.74,0.74,0,0
answer_cells,5,stationary,compute_metered,0.5111334073554029,0.5025532302535137,0.5025532302535137,0.9827159287975602,1.485269159051074,0.9827159287975602,1.485269159051074,0.0167865707434051,0.0,0.0,0.0,0.0,0.5125,0.5125,0,0
